,BFS,Dijkstra(1),Dijkstra(Haversine),Dijkstra(Euclidean),BellmanFord(1),BellmanFord(Euclidean),G_BFS(Haversine),G_BFS(Euclidean),"A_star(1, Euclidean)","A_star(1, Haversine)","A_star(Euclidean, Euclidean)","A_star(Euclidean, Haversine)","A_star(Haversine, Euclidean)","A_star(Haversine, Haversine)","bi_A_star(1, Euclidean)","bi_A_star(1, Haversine)","bi_A_star(Euclidean, Euclidean)","bi_A_star(Euclidean, Haversine)","bi_A_star(Haversine, Euclidean)","bi_A_star(Haversine, Haversine)"
126,0.9999275207519531,0.9999275207519531,79.99992370605469,1.0004043579101562,45.61805725097656,175.00042915344238,6.000041961669922,0.0,1.0004043579101562,37.000417709350586,1.0004043579101562,29.000282287597656,13.999700546264648,36.00001335144043,0.0,12.000083923339844,1.0004043579101562,38.00010681152344,10.000467300415039,17.99941062927246
127,0.9999275207519531,0.0,2.9993057250976562,0.0,53.00021171569824,167.999267578125,2.0008087158203125,0.0,0.0,2.999544143676758,0.0,3.000020980834961,4.000186920166016,3.999948501586914,1.0006427764892578,1.0008811950683594,0.0,2.4728775024414062,7.00068473815918,5.000114440917969
128,0.0,0.0,54.9931526184082,0.9980201721191406,46.996116638183594,173.6757755279541,4.000663757324219,0.0,1.0001659393310547,20.999908447265625,0.0,17.999887466430664,6.000280380249023,23.000240325927734,0.0,14.000177383422852,0.0,30.99989891052246,11.00015640258789,32.999515533447266
129,0.0,1.0001659393310547,62.99996376037598,0.9999275207519531,45.99928855895996,169.9995994567871,8.00013542175293,0.0,1.0004043579101562,24.00040626525879,0.0,26.999711990356445,14.837026596069336,22.000551223754883,1.0006427764892578,21.000146865844727,0.0,23.999691009521484,16.000032424926758,20.000219345092773
130,0.0,0.0,13.999462127685547,0.9982585906982422,53.444862365722656,172.00088500976562,3.000974655151367,0.0,0.0,4.999637603759766,0.0,7.999897003173828,4.000186920166016,5.99980354309082,0.0,5.000114440917969,0.0,4.999876022338867,5.000591278076172,8.000373840332031
131,0.0,0.0,3.999471664428711,0.0,48.99859428405762,173.00057411193848,2.001047134399414,0.0,0.0,1.0006427764892578,0.0,2.000093460083008,3.000020980834961,4.999876022338867,0.0,1.9998550415039062,0.0,1.9996166229248047,5.000114440917969,5.999565124511719
132,0.9999275207519531,0.9999275207519531,80.00016212463379,1.0004043579101562,53.84254455566406,167.999267578125,4.000425338745117,1.0001659393310547,1.0006427764892578,34.749746322631836,1.0004043579101562,34.000396728515625,6.000518798828125,33.00023078918457,1.0001659393310547,15.000104904174805,0.9999275207519531,29.000520706176758,14.000654220581055,61.99955940246582
133,0.0,1.0001659393310547,49.00002479553223,1.0006427764892578,45.99952697753906,169.73567008972168,5.000829696655273,1.0001659393310547,0.9999275207519531,18.000125885009766,0.0,20.63131332397461,5.99980354309082,14.999628067016602,1.0001659393310547,11.99960708618164,1.0001659393310547,13.685941696166992,7.999897003173828,13.99993896484375
134,0.0,0.9999275207519531,49.03268814086914,0.9977817535400391,46.996116638183594,165.6033992767334,6.0024261474609375,0.0,1.0006427764892578,23.990392684936523,0.0,21.00849151611328,10.997533798217773,20.983457565307617,0.0,7.999420166015625,0.0,11.001110076904297,7.999420166015625,11.998891830444336
135,1.0066032409667969,0.9996891021728516,83.96673202514648,2.000093460083008,46.31805419921875,176.00035667419434,11.00015640258789,1.0004043579101562,1.0001659393310547,29.999494552612305,0.9999275207519531,35.99977493286133,21.999835968017578,14.000177383422852,1.0004043579101562,5.000591278076172,0.0,6.999731063842773,7.000207901000977,14.999866485595703
136,1.0118484497070312,1.0001659393310547,107.00035095214844,1.9996166229248047,47.00016975402832,167.9983139038086,7.000207901000977,0.0,1.001119613647461,37.0330810546875,0.9987354278564453,43.000221252441406,13.006448745727539,42.91486740112305,0.9973049163818359,13.00191879272461,0.9999275207519531,30.99822998046875,201.00665092468262,87.99028396606445
137,1.001596450805664,0.9975433349609375,65.0017261505127,0.9982585906982422,45.004844665527344,163.99550437927246,6.99925422668457,0.9982585906982422,1.0020732879638672,25.96449851989746,0.0,27.002811431884766,12.000083923339844,17.000198364257812,0.0,6.003379821777344,0.0,5.002498626708984,50.99773406982422,27.966976165771484
138,0.9684562683105469,1.0006427764892578,80.00802993774414,0.9963512420654297,45.00269889831543,172.99985885620117,12.999773025512695,0.0,0.9980201721191406,38.0098819732666,0.9999275207519531,35.00175476074219,25.99644660949707,60.988664627075195,1.0259151458740234,17.992734909057617,0.0,27.9998779296875,432.2547912597656,124.76611137390137
139,0.0,0.0,0.0,0.0,48.99477958679199,173.0055809020996,1.0039806365966797,0.0,0.0,0.9980201721191406,0.0,1.0023117065429688,1.0023117065429688,0.9989738464355469,1.0018348693847656,1.001596450805664,0.0,0.9984970092773438,0.9982585906982422,1.9998550415039062
140,1.0004043579101562,0.9999275207519531,65.6282901763916,1.0004043579101562,45.99952697753906,178.79772186279297,3.000020980834961,0.0,0.9996891021728516,21.999597549438477,0.0,28.0001163482666,4.999876022338867,14.729738235473633,0.0,9.999513626098633,0.0,10.999679565429688,8.99958610534668,29.999256134033203
141,1.0001659393310547,1.0001659393310547,65.99950790405273,1.0004043579101562,46.999216079711914,167.00005531311035,5.001068115234375,0.9999275207519531,0.0,30.719280242919922,0.0,29.000282287597656,7.000207901000977,15.000104904174805,0.9999275207519531,10.00070571899414,0.0,54.69918251037598,8.000373840332031,14.626026153564453
142,0.0,0.9996891021728516,74.00012016296387,0.9996891021728516,45.998334884643555,165.02809524536133,11.973142623901367,1.01470947265625,1.9881725311279297,36.02743148803711,0.0,33.0045223236084,11.998653411865234,63.99941444396973,0.0,25.004148483276367,0.9980201721191406,29.00385856628418,498.74067306518555,82.99636840820312
143,0.99945068359375,0.9989738464355469,61.00320816040039,1.0023117065429688,44.997453689575195,173.0022430419922,5.000114440917969,0.0,0.9996891021728516,27.987957000732422,0.0,31.983613967895508,13.009071350097656,24.941205978393555,0.9996891021728516,17.000675201416016,1.0018348693847656,15.999078750610352,10.001182556152344,18.00704002380371
144,2.141237258911133,1.0006427764892578,57.584524154663086,0.9975433349609375,46.861886978149414,169.91734504699707,3.9970874786376953,0.0,0.9996891021728516,23.999691009521484,0.9970664978027344,25.251388549804688,7.037878036499023,34.989118576049805,0.0,14.000892639160156,0.0,20.970821380615234,11.58905029296875,52.995920181274414
