Haversine,Manhattan,Euclidean,L_infty
25.8371478734259,25.8371478734259,25.8371478734259,25.8371478734259
41.760954268075615,41.760954268075615,41.760954268075615,41.760954268075615
32.20516648081938,32.20516648081938,32.20516648081938,32.20516648081938
19.72647969149624,19.72647969149624,19.72647969149624,19.72647969149624
20.61675109489271,20.61675109489271,20.61675109489271,20.61675109489271
46.773444653476865,46.773444653476865,46.773444653476865,46.773444653476865
24.964956648230768,24.964956648230768,24.964956648230768,24.964956648230768
15.551326531952661,15.551326531952661,15.551326531952661,15.551326531952661
7.317465172331904,7.317465172331904,7.317465172331904,7.317465172331904
4.1127054311763604,4.1127054311763604,4.1127054311763604,4.1127054311763604
21.578775678229213,21.578775678229213,21.578775678229213,21.578775678229213
18.976571627158794,18.976571627158794,18.976571627158794,18.976571627158794
20.840949793339348,20.840949793339348,20.840949793339348,20.840949793339348
29.40264574552794,29.40264574552794,29.40264574552794,29.40264574552794
26.14334986012801,26.14334986012801,26.14334986012801,26.14334986012801
11.306062504533125,11.306062504533125,11.306062504533125,11.306062504533125
22.3859088611656,22.3859088611656,22.3859088611656,22.3859088611656
18.548327517388522,18.548327517388522,18.548327517388522,18.548327517388522
53.14841485808471,53.14841485808471,53.14841485808471,53.14841485808471
30.766471511505102,30.766471511505102,30.766471511505102,30.766471511505102
14.241732576748266,14.241732576748266,14.241732576748266,14.241732576748266
8.554016170781653,8.554016170781653,8.554016170781653,8.554016170781653
23.937781481675984,23.937781481675984,23.937781481675984,23.937781481675984
21.03317882330224,21.03317882330224,21.03317882330224,21.03317882330224
26.875362103724367,26.875362103724367,26.875362103724367,26.875362103724367
21.25815045106285,21.25815045106285,21.25815045106285,21.25815045106285
17.65686259310709,17.65686259310709,17.65686259310709,17.65686259310709
13.04610844135608,13.04610844135608,13.04610844135608,13.04610844135608
18.783678468865276,18.783678468865276,18.783678468865276,18.783678468865276
15.033535984879904,15.033535984879904,15.033535984879904,15.033535984879904
9.087351256319204,9.087351256319204,9.087351256319204,9.087351256319204
19.746706908473087,19.746706908473087,19.746706908473087,19.746706908473087
7.223654441928818,7.223654441928818,7.223654441928818,7.223654441928818
3.518158906684869,3.518158906684869,3.518158906684869,3.518158906684869
9.741534033343711,9.741534033343711,9.741534033343711,9.741534033343711
16.875912277534933,16.875912277534933,16.875912277534933,16.875912277534933
11.82663113961653,11.82663113961653,11.82663113961653,11.82663113961653
23.779113510976504,23.779113510976504,23.779113510976504,23.779113510976504
27.001562789068085,27.001562789068085,27.001562789068085,27.001562789068085
17.780974684665637,17.780974684665637,17.780974684665637,17.780974684665637
18.78847335256944,18.78847335256944,18.78847335256944,18.78847335256944
33.260399403334254,33.260399403334254,33.260399403334254,33.260399403334254
22.01583430366512,22.01583430366512,22.01583430366512,22.01583430366512
45.89714493755843,45.89714493755843,45.89714493755843,45.89714493755843
10.95820540720789,10.95820540720789,10.95820540720789,10.95820540720789
12.726478743954935,12.726478743954935,12.726478743954935,12.726478743954935
16.17322133671575,16.17322133671575,16.17322133671575,16.17322133671575
19.808649348497287,19.808649348497287,19.808649348497287,19.808649348497287
4.222968911186793,4.222968911186793,4.222968911186793,4.222968911186793
3.33566570346437,3.33566570346437,3.33566570346437,3.33566570346437
26.23082640395629,26.23082640395629,26.23082640395629,26.23082640395629
25.956007443793016,25.956007443793016,25.956007443793016,25.956007443793016
28.358345439831872,28.358345439831872,28.358345439831872,28.358345439831872
23.811175896678645,23.811175896678645,23.811175896678645,23.811175896678645
16.489006750356175,16.489006750356175,16.489006750356175,16.489006750356175
18.26349553728388,18.26349553728388,18.26349553728388,18.26349553728388
14.315418470309952,14.315418470309952,14.315418470309952,14.315418470309952
32.86053117690262,32.86053117690262,32.86053117690262,32.86053117690262
21.955850642282673,21.955850642282673,21.955850642282673,21.955850642282673
6.677565982034864,6.677565982034864,6.677565982034864,6.677565982034864
39.22015778733499,39.22015778733499,39.22015778733499,39.22015778733499
11.97918839928113,11.97918839928113,11.97918839928113,11.97918839928113
22.788787921319344,22.788787921319344,22.788787921319344,22.788787921319344
20.270111537372955,20.270111537372955,20.270111537372955,20.270111537372955
13.550438158185457,13.550438158185457,13.550438158185457,13.550438158185457
43.85403221370464,43.85403221370464,43.85403221370464,43.85403221370464
29.647551370896792,29.647551370896792,29.647551370896792,29.647551370896792
44.730575456111545,44.730575456111545,44.730575456111545,44.730575456111545
26.75205274003801,26.75205274003801,26.75205274003801,26.75205274003801
18.844604553297835,18.844604553297835,18.844604553297835,18.844604553297835
23.749016064258864,23.749016064258864,23.749016064258864,23.749016064258864
8.867097514785648,8.867097514785648,8.867097514785648,8.867097514785648
5.3018446860740145,5.3018446860740145,5.3018446860740145,5.3018446860740145
14.149801268743692,14.149801268743692,14.149801268743692,14.149801268743692
28.593439913047735,28.593439913047735,28.593439913047735,28.593439913047735
21.3071083737974,21.3071083737974,21.3071083737974,21.3071083737974
9.580286784286795,9.580286784286795,9.580286784286795,9.580286784286795
21.52747117905941,21.52747117905941,21.52747117905941,21.52747117905941
38.46501650746489,38.46501650746489,38.46501650746489,38.46501650746489
6.327574722875743,6.327574722875743,6.327574722875743,6.327574722875743
36.20389152639965,36.20389152639965,36.20389152639965,36.20389152639965
5.6740867937522665,5.6740867937522665,5.6740867937522665,5.6740867937522665
23.26361177658213,23.26361177658213,23.26361177658213,23.26361177658213
14.719685248059282,14.719685248059282,14.719685248059282,14.719685248059282
54.88867481720894,54.88867481720894,54.88867481720894,54.88867481720894
34.3140106821515,34.3140106821515,34.3140106821515,34.3140106821515
9.388589191731205,9.388589191731205,9.388589191731205,9.388589191731205
9.331866576710206,9.331866576710206,9.331866576710206,9.331866576710206
6.614762982441504,6.614762982441504,6.614762982441504,6.614762982441504
0.0,0.0,0.0,0.0
8.190977304193806,8.190977304193806,8.190977304193806,8.190977304193806
19.13425352972652,19.13425352972652,19.13425352972652,19.13425352972652
32.622442092703814,32.622442092703814,32.622442092703814,32.622442092703814
31.38829117240647,31.38829117240647,31.38829117240647,31.38829117240647
6.832895215980894,6.832895215980894,6.832895215980894,6.832895215980894
24.127552058134626,24.127552058134626,24.127552058134626,24.127552058134626
28.646835591296608,28.646835591296608,28.646835591296608,28.646835591296608
18.273209335113297,18.273209335113297,18.273209335113297,18.273209335113297
11.73860916407752,11.73860916407752,11.73860916407752,11.73860916407752
38.40730664343909,38.40730664343909,38.40730664343909,38.40730664343909
