BFS,Bellman_Ford,Dijkstra,Astar,Haversine,Manhattan,Euclidean,L_infty
53.43440000069677,197852.58509999767,144.56259999860777,80.94960000016727,79.69869999942603,363.0955999979051,378.0877000026521,333.6983999979566
