BFS,Bellman_Ford,Dijkstra,Astar
28.41990588414683,25.8371478734259,25.8371478734259,25.8371478734259
41.77252807852259,41.760954268075615,41.760954268075615,41.760954268075615
32.21674029126636,32.20516648081938,32.20516648081938,32.20516648081938
20.405285136446327,19.72647969149624,19.72647969149624,19.72647969149624
20.62832490533969,20.61675109489271,20.61675109489271,20.61675109489271
47.86220689577561,46.773444653476865,46.773444653476865,46.773444653476865
24.964956648230768,24.964956648230768,24.964956648230768,24.964956648230768
18.812525633617703,15.551326531952661,15.551326531952661,15.551326531952661
8.257302958975792,7.317465172331904,7.317465172331904,7.317465172331904
4.1127054311763604,4.1127054311763604,4.1127054311763604,4.1127054311763604
21.578775678229213,21.578775678229213,21.578775678229213,21.578775678229213
20.67622044849242,18.976571627158794,18.976571627158794,18.976571627158794
25.093029370487507,20.840949793339348,20.840949793339348,20.840949793339348
31.595125874500383,29.40264574552794,29.40264574552794,29.40264574552794
26.822155305078095,26.14334986012801,26.14334986012801,26.14334986012801
15.73847873231857,11.306062504533125,11.306062504533125,11.306062504533125
27.273457900450026,22.3859088611656,22.3859088611656,22.3859088611656
18.910732555241413,18.548327517388522,18.548327517388522,18.548327517388522
54.69352348133182,53.14841485808471,53.14841485808471,53.14841485808471
33.064001804914135,30.766471511505102,30.766471511505102,30.766471511505102
14.400315505599849,14.241732576748266,14.241732576748266,14.241732576748266
11.102644939384694,8.554016170781653,8.554016170781653,8.554016170781653
24.107938220974546,23.937781481675984,23.937781481675984,23.937781481675984
21.973016609946125,21.03317882330224,21.03317882330224,21.03317882330224
27.52474989922064,26.875362103724367,26.875362103724367,26.875362103724367
22.339775082275626,21.25815045106285,21.25815045106285,21.25815045106285
21.68418992174993,17.65686259310709,17.65686259310709,17.65686259310709
13.04610844135608,13.04610844135608,13.04610844135608,13.04610844135608
18.795252279312262,18.783678468865276,18.783678468865276,18.783678468865276
16.108332379654094,15.033535984879904,15.033535984879904,15.033535984879904
10.3163222981649,9.087351256319204,9.087351256319204,9.087351256319204
23.99878648562125,19.746706908473087,19.746706908473087,19.746706908473087
7.271051193860828,7.223654441928818,7.223654441928818,7.223654441928818
3.518158906684869,3.518158906684869,3.518158906684869,3.518158906684869
14.263560260371733,9.741534033343711,9.741534033343711,9.741534033343711
16.988669897671475,16.875912277534933,16.875912277534933,16.875912277534933
12.90586373375174,11.82663113961653,11.82663113961653,11.82663113961653
24.444706893182843,23.779113510976504,23.779113510976504,23.779113510976504
28.08318742028086,27.001562789068085,27.001562789068085,27.001562789068085
18.459780129615723,17.780974684665637,17.780974684665637,17.780974684665637
18.800047163016423,18.78847335256944,18.78847335256944,18.78847335256944
33.90978719883053,33.260399403334254,33.260399403334254,33.260399403334254
22.01583430366512,22.01583430366512,22.01583430366512,22.01583430366512
46.978769568771206,45.89714493755843,45.89714493755843,45.89714493755843
10.95820540720789,10.95820540720789,10.95820540720789,10.95820540720789
14.305507811775877,12.726478743954935,12.726478743954935,12.726478743954935
18.302136784344533,16.17322133671575,16.17322133671575,16.17322133671575
20.890273979710063,19.808649348497287,19.808649348497287,19.808649348497287
6.669276563696544,4.222968911186793,4.222968911186793,4.222968911186793
4.212219192152139,3.33566570346437,3.33566570346437,3.33566570346437
26.23082640395629,26.23082640395629,26.23082640395629,26.23082640395629
25.956007443793016,25.956007443793016,25.956007443793016,25.956007443793016
28.358345439831872,28.358345439831872,28.358345439831872,28.358345439831872
25.113551256581555,23.811175896678645,23.811175896678645,23.811175896678645
16.500580560803158,16.489006750356175,16.489006750356175,16.489006750356175
20.392410984912665,18.26349553728388,18.26349553728388,18.26349553728388
14.315418470309952,14.315418470309952,14.315418470309952,14.315418470309952
32.8721049873496,32.86053117690262,32.86053117690262,32.86053117690262
21.955850642282673,21.955850642282673,21.955850642282673,21.955850642282673
